method,weighted_f1
ESM2 SVM-rbf-C1,0.12361507936507937
ESM2 LogReg-C1,0.1608392857142857
ESM2 kNN-1,0.1258452380952381
ESM2 kNN-3,0.13301190476190475
ESM2 kNN-5,0.12599999999999997
ESM2 RF-500,0.10013095238095239
ESM2 NCM (cosine),0.10383333333333333
