method,weighted_f1
SVM-rbf-C1,0.09525595238095239
LogReg-C1,0.13942261904761902
kNN-1,0.09716666666666665
kNN-3,0.07758333333333332
kNN-5,0.08341666666666667
RF-500,0.06425
ESM2 NCM (cosine),0.08629761904761903
