method,weighted_f1
Pocket SVM-rbf-C1,0.005787878787878787
Pocket LogReg-C1,0.012954545454545455
Pocket kNN-1,0.003333333333333333
Pocket kNN-3,0.006265567765567765
Pocket kNN-5,0.005047619047619047
Pocket RF-500,0.019204545454545453
