ensemble,weighted_f1
Foldseek > ProstT5 fallback,0.24050000000000002
Foldseek(prob>=0.3) > ProstT5,0.25299999999999995
Foldseek(prob>=0.5) > ProstT5,0.25425000000000003
Foldseek(prob>=0.7) > ProstT5,0.24775
Foldseek(prob>=0.9) > ProstT5,0.24716666666666665
